"sizeCm","massKg","age"
"1",148.854437871513,74.4272189357563,38.2418443087229
"2",173.433462286385,86.7167311431926,51.8235266621877
"3",177.309034596373,88.6545172981865,64.9858385484383
"4",174.508807047365,87.2544035236823,55.9593151722364
"5",161.992180143688,80.996090071844,49.1594698625738
"6",178.522826202591,89.2614131012954,32.7474117589064
"7",186.863356507168,93.4316782535841,43.9595558909621
"8",167.191485029699,83.5957425148493,45.3229434104524
"9",156.012905784214,78.0064528921072,66.6688699664204
"10",170.440120346125,85.2200601730625,40.4230943257184
"11",175.837659401489,87.9188297007443,51.0243608530643
"12",176.984749506449,88.4923747532244,48.5788253286922
"13",190.40195109764,95.2009755488202,33.9775040655132
"14",183.421350741363,91.7106753706813,56.8530385589945
"15",175.903652175462,87.9518260877308,46.1420208041559
"16",172.209390013206,86.1046950066032,41.8552695736803
"17",192.320936496055,96.1604682480277,56.378639207503
"18",166.784899989945,83.3924499949727,51.4908174705917
"19",136.368764282442,68.1843821412209,61.47118370842
"20",186.872341538822,93.436170769411,45.3236883266328
"21",174.87062269362,87.4353113468098,35.8043822541637
"22",181.364766412168,90.6823832060841,53.9694199380719
"23",175.918218242785,87.9591091213923,52.0644624285335
"24",191.111682529998,95.5558412649991,46.7919484148018
"25",199.119813873883,99.5599069369415,48.7059859268002
"26",173.389048293446,86.694524146723,50.2226660154033
"27",169.806969832511,84.9034849162553,55.2483503536685
"28",184.515743172291,92.2578715861454,55.7221644106499
"29",181.352071296209,90.6760356481044,50.6081474912427
"30",166.834556828936,83.4172784144682,37.0399416407413
"31",179.121456996396,89.5607284981981,62.5703385071453
"32",177.406403296064,88.7032016480318,45.6606501140541
"33",187.904900016102,93.9524500080508,45.6471729277906
"34",191.574382308028,95.7871911540138,42.4696618977276
"35",170.285904863541,85.1429524317705,60.0356986585331
"36",179.228478557363,89.6142392786813,42.2544351454717
"37",200.555414773398,100.277707386699,37.8673103186959
"38",182.486531516717,91.2432657583583,39.6268842620801
"39",163.816183699582,81.9080918497912,61.1266254021816
"40",185.160718313172,92.5803591565861,52.6953275598393
"41",154.922759402027,77.4613797010133,39.8402710952734
"42",159.34652808121,79.6732640406052,49.2977860118693
"43",162.752717184987,81.3763585924933,45.4347930229243
"44",203.190431389288,101.595215694644,68.8804783614516
"45",176.800966346571,88.4004831732857,44.7045808707303
"46",174.785536975181,87.3927684875903,42.2353131500551
"47",182.600272569147,91.3001362845734,56.2936523412348
"48",161.332202320489,80.6661011602445,45.3017331270237
"49",181.570009023508,90.7850045117539,54.7469929031144
"50",176.784843408737,88.3924217043686,52.9161040244845
"51",179.789256829525,89.8946284147624,16.949296445256
"52",204.347418008144,102.173709004072,49.6256580366695
"53",170.644730346061,85.3223651730305,39.8331703055241
"54",187.072353650622,93.5361768253112,35.2186637627967
"55",165.90446767697,82.952233838485,45.2220528243548
"56",169.945677340867,84.9728386704336,34.019430644378
"57",156.127265023798,78.0636325118991,37.5698952837393
"58",185.165424518769,92.5827122593847,55.5942684029878
"59",163.419240881495,81.7096204407477,54.310854108654
"60",168.653216058307,84.3266080291536,42.622486463237
"61",179.690311291438,89.8451556457189,44.2466259691003
"62",177.214013262944,88.607006631472,55.5978737266508
"63",162.268961436555,81.1344807182776,56.3106871412894
"64",185.057498840665,92.5287494203324,47.5891505557449
"65",177.26408338906,88.6320416945299,60.6270630976689
"66",181.605798495679,90.8028992478393,58.0602100038005
"67",203.412127093169,101.706063546584,42.0976999776165
"68",139.447568665795,69.7237843328973,41.2293848185444
"69",163.765738090887,81.8828690454433,38.0555879894886
"70",196.132919362973,98.0664596814863,37.40478902253
"71",165.216774537182,82.6083872685911,58.4866961863697
"72",189.353879197229,94.6769395986146,61.4554643942217
"73",172.752594105532,86.376297052766,44.9977328092023
"74",171.597074681182,85.7985373405908,48.2961062694657
"75",169.153368696802,84.5766843484012,34.3885818530778
"76",188.353509572035,94.1767547860173,41.3657124616937
"77",195.048715320065,97.5243576600323,67.1492097782763
"78",175.48824324005,87.7441216200249,46.749963554675
"79",192.813675787629,96.4068378938143,55.3720104660238
"80",151.628110039813,75.8140550199064,42.3889230533241
"81",191.99320030986,95.9966001549301,52.6752349244298
"82",143.550728752017,71.7753643760086,53.3497178894863
"83",169.791863795856,84.895931897928,42.1619226653635
"84",145.486729482204,72.743364741102,68.2031888102211
"85",179.175411629257,89.5877058146287,44.721343158052
"86",195.881082349675,97.9405411748374,46.6431671261113
"87",173.567353435665,86.7836767178326,39.6201469949578
"88",189.463971565884,94.731985782942,43.6078892842817
"89",166.76448742784,83.3822437139199,39.4022702240929
"90",178.653106159414,89.3265530797071,48.5215784912032
"91",155.205166617145,77.6025833085725,51.8752866944786
"92",169.116698369445,84.5583491847224,55.0517578892455
"93",158.319136910573,79.1595684552866,59.827274566242
"94",189.071219677998,94.5356098389991,55.774725652953
"95",168.976682092982,84.4883410464912,43.062494967277
"96",155.631026313252,77.8155131566261,58.0786727331797
"97",191.41418928335,95.7070946416752,32.2810054849556
"98",188.329527692068,94.1647638460338,48.1346063519929
"99",163.459886053427,81.7299430267137,59.1379962516558
"100",180.931621015163,90.4658105075816,46.8634494821262
