"sizeCm","massKg","age"
"1",199.734676284661,99.8673381423305,38.963741540668
"2",187.153926791881,93.5769633959406,38.4091287684924
"3",171.677725919912,85.8388629599558,40.0836242988813
"4",176.528820661229,88.2644103306147,61.4062897945461
"5",186.724234295367,93.3621171476836,41.0018378976248
"6",181.598711057622,90.799355528811,34.550392684839
"7",156.479961372306,78.2399806861529,66.8939893264837
"8",156.605510076348,78.302755038174,47.4949813452498
"9",180.973037441265,90.4865187206325,36.0892123910778
"10",170.991657327359,85.4958286636793,60.3645225605273
"11",179.113685981949,89.5568429909745,45.8121046083492
"12",189.394175258241,94.6970876291204,51.8204083299984
"13",158.761312535848,79.3806562679241,45.2597068925765
"14",189.042059764002,94.5210298820009,45.0342790112925
"15",182.305287584429,91.1526437922147,45.5761667335778
"16",161.261597245079,80.6307986225395,58.2171813926389
"17",166.926216153409,83.4631080767046,60.9811383739527
"18",173.062690260387,86.5313451301937,59.6024219261262
"19",206.512328202601,103.256164101301,49.1040435002745
"20",165.037979521863,82.5189897609316,46.6258375104633
"21",171.198484466854,85.599242233427,45.6099241678448
"22",171.823322244453,85.9116611222267,46.497300765132
"23",158.511846910239,79.2559234551197,37.9151355267517
"24",154.955446522613,77.4777232613064,37.0639479695116
"25",209.294397673861,104.647198836931,37.4535390390421
"26",172.824865467225,86.4124327336124,59.0515223259207
"27",169.161536342341,84.5807681711703,36.0468048599866
"28",169.044358164536,84.5221790822682,35.7063848162156
"29",183.938572126036,91.9692860630179,50.0157110375715
"30",186.827832589232,93.413916294616,45.6012871456283
"31",162.958443383877,81.4792216919384,29.9027876441023
"32",176.984108255077,88.4920541275383,31.121797118459
"33",160.146311855132,80.073155927566,51.2824160099687
"34",180.067691313159,90.0338456565794,53.5141612248573
"35",157.152365602538,78.576182801269,61.3123784326666
"36",170.469332072661,85.2346660363306,42.5519715047214
"37",176.517534841775,88.2587674208875,39.4054761452468
"38",196.479546496494,98.2397732482468,44.1881360659341
"39",178.862436427949,89.4312182139747,60.9284805229276
"40",169.57346713917,84.7867335695852,44.7183038979725
"41",185.131825346282,92.5659126731411,46.7167424903052
"42",142.052617321003,71.0263086605015,59.413198679999
"43",157.608914547021,78.8044572735104,52.9092086763939
"44",168.709338286787,84.3546691433937,44.3691750451019
"45",188.841034507612,94.4205172538058,51.9032941443998
"46",185.272887781768,92.6364438908838,43.754689210268
"47",193.037378835684,96.5186894178421,47.4077595626365
"48",172.255042448597,86.1275212242985,73.6880679165132
"49",171.607584829307,85.8037924146533,44.0482366846418
"50",160.70091775068,80.35045887534,32.8011337751692
"51",168.463752787234,84.231876393617,51.4413404302917
"52",190.393906389865,95.1969531949326,57.4887422957954
"53",188.281146371508,94.1405731857542,70.9596005858301
"54",148.500828990152,74.2504144950758,46.3929593185567
"55",169.298521180716,84.6492605903581,40.1645308460744
"56",164.338033119166,82.1690165595829,35.0980791720467
"57",174.577693968161,87.2888469840805,43.5591293552717
"58",163.429537403639,81.7147687018197,38.4581400340874
"59",161.421750067478,80.7108750337392,36.4115384675508
"60",183.824635739042,91.9123178695211,58.939869621973
"61",180.988736204836,90.4943681024178,66.8164143469432
"62",174.752303312893,87.3761516564465,28.4349505163262
"63",160.234371269647,80.1171856348235,36.6067000681759
"64",166.231574243982,83.1157871219908,40.1996449430521
"65",186.889185376456,93.4445926882281,50.9880691994666
"66",184.210437720107,92.1052188600537,48.6283515550944
"67",166.41508966775,83.2075448338751,49.8758945283199
"68",177.12270918425,88.5613545921251,65.5586046182876
"69",163.580217938293,81.7901089691467,48.9979000544854
"70",161.453814928969,80.7269074644845,45.1394736127805
"71",189.371856240919,94.6859281204594,39.1675859532979
"72",158.427113898276,79.213556949138,55.0222976511763
"73",159.008877011519,79.5044385057593,44.4412923566892
"74",154.028931070072,77.0144655350358,64.4128513812267
"75",156.580331448355,78.2901657241777,45.2266125912632
"76",171.388138261299,85.6940691306496,40.6373992378535
"77",164.792019103394,82.3960095516968,47.958389564439
"78",173.007082635346,86.5035413176729,47.7200243100872
"79",184.18107400081,92.0905370004051,47.5170345892932
"80",157.740874601674,78.8704373008372,48.5966859444361
"81",165.979943174023,82.9899715870115,48.6662716391429
"82",183.866102127192,91.9330510635958,61.904853629712
"83",172.99892404363,86.499462021815,30.6594806150671
"84",196.104343084092,98.0521715420462,52.8551960139428
"85",174.698424811937,87.3492124059686,46.4319608931314
"86",179.070399156379,89.5351995781893,50.5769869379107
"87",183.049056231335,91.5245281156673,54.7437967518766
"88",187.819685644264,93.9098428221322,56.2739817154394
"89",187.545123157551,93.7725615787754,48.8493494699842
"90",195.981759266644,97.9908796333218,65.3889266802497
"91",202.191054000108,101.095527000054,36.7072516830286
"92",175.69223988752,87.8461199437599,48.4664127930481
"93",174.486057326885,87.2430286634423,46.8199100113942
"94",157.070765612652,78.535382806326,45.0386008495776
"95",158.674493861748,79.3372469308738,51.8894826034907
"96",154.665973130766,77.3329865653831,45.1719969255695
"97",178.495477616913,89.2477388084566,44.8970503221288
"98",176.911800044217,88.4559000221086,63.0816809007909
"99",178.90824104614,89.45412052307,34.4309678410301
"100",193.984395649367,96.9921978246833,47.6391622927082
