"","sizeM","massKgNoisy","averageKcalEaten"
"1",1.7316626180437,86.7561628678282,2522.79211461482
"2",1.74289417248716,86.9828291752066,2482.72099158175
"3",1.57535571057078,78.9243919181212,2388.96124221257
"4",1.49790676604275,75.053082095491,2418.01871067676
"5",1.78544385904363,89.1643966051335,2469.66355604611
"6",1.56935582397997,78.5269843360074,2403.74509227517
"7",1.7929218797502,89.6857924889071,2345.29464598957
"8",1.77789180440019,89.0321164166234,2365.09014191615
"9",1.48366881881338,74.2776936216561,2300.1686896572
"10",2.04856127132898,102.232896687768,2545.03919322535
"11",1.65688347810508,82.8457532257781,2404.83849322594
"12",1.56038165633822,77.9561836053033,2278.1645422939
"13",1.72887929787655,86.413852986312,2450.03917846826
"14",1.68015394406291,84.059654838913,2417.28102804101
"15",1.50347920607789,75.3311926621077,2434.81872987899
"16",1.70614415614777,85.3680192024001,2395.53867111478
"17",1.49944839184973,74.9980897571239,2366.80362530997
"18",1.7580708989218,87.9272402947589,2405.59269914579
"19",1.43918435544699,71.8598366434647,2318.01941946703
"20",1.966925510761,98.2212959376466,2396.85505868129
"21",1.56580144387614,78.4809101472327,2409.77578295874
"22",1.72988178316418,86.4022948558947,2413.2857152088
"23",1.92540870399793,96.4358546304612,2481.69894551367
"24",1.52497746047449,76.3645813127406,2367.44013459327
"25",1.53798763298302,76.7544630650726,2377.88961919594
"26",1.85724841657409,92.7590265387382,2480.62736513194
"27",2.00265481938344,100.178805436341,2506.92239376236
"28",1.58952603888326,79.2915074323309,2451.00162942784
"29",1.67558818900132,83.6287517012628,2378.0378598018
"30",1.66598920812493,83.4129047215159,2396.6602493401
"31",1.73814729128661,86.8594880530959,2364.02621388796
"32",1.94258057000716,96.9324752858117,2500.95356339135
"33",1.54772668553293,77.46415141698,2393.81394133833
"34",1.85065164702282,92.3507731288153,2564.09715880969
"35",1.83768418842859,91.7728551242165,2505.12043715977
"36",1.79196547636109,89.7001473014699,2481.72185053312
"37",1.92652501566748,96.1931752207892,2454.697456681
"38",1.66402838293354,83.2157905384355,2345.2807319009
"39",1.95179397427064,97.4468724348383,2422.97670173255
"40",1.90688799488268,95.4897656183238,2472.72243063024
"41",1.76355230052964,88.0075041456191,2397.80804445858
"42",1.76295736600922,88.2748630215866,2438.63255451695
"43",1.83436316979714,91.7493713936022,2409.71496837086
"44",1.77536004079606,88.7620745566241,2500.47137304381
"45",1.70142950553395,85.1632566452695,2464.77918969937
"46",1.7226803260859,86.1805042365744,2417.40852061659
"47",1.65136594910802,82.6339258605955,2333.46435267126
"48",1.59849273934358,79.9797000533683,2340.2681621093
"49",1.65185493920885,82.4805983712676,2394.41579840593
"50",1.81278282031958,90.4616341099056,2369.37354800162
"51",1.8557094552384,92.8803429776672,2410.70726608207
"52",1.83037507699026,91.6490247886472,2461.2198934407
"53",1.78765296171704,89.3465186016193,2431.61802376076
"54",1.73044793901354,86.5204782055432,2429.10946039752
"55",2.11642668963812,105.653935946725,2586.44401321829
"56",1.68011732458451,84.0476946454204,2337.46859090002
"57",1.72239765468831,85.9454205090344,2518.63633983727
"58",1.81046611893015,90.721296034672,2339.36885958868
"59",1.44946793546944,72.4164544891787,2358.47667132136
"60",1.65004416172873,82.4434106408227,2511.77271187509
"61",1.59248451784158,79.5266100475088,2336.82844399283
"62",1.78881961122245,89.3737287180018,2515.51300609323
"63",1.64546352120984,82.3137742242455,2353.9615443458
"64",1.86070821391495,92.9121645178098,2436.6348720221
"65",1.72296516191868,86.2062695931184,2371.28520970569
"66",1.7419920863295,87.0845901414289,2514.34610453048
"67",1.67843408502939,83.9099003028696,2476.58800380357
"68",1.68716928929257,84.4353914441444,2409.21637597307
"69",1.32149203139655,66.2640193526258,2362.74875124958
"70",1.69843966893207,84.9822146131227,2412.39948372857
"71",1.77518577659679,88.7783644797228,2439.56372548432
"72",1.72557315432361,86.3538543844999,2457.6166246705
"73",1.84707866906006,92.3811035836134,2420.30168904184
"74",1.78089855142244,89.0282954783777,2510.2962794985
"75",1.70866656922379,85.3369943052611,2460.29932728616
"76",1.5581414959409,77.9884560864263,2466.08964676303
"77",1.7638136692654,88.1372881739945,2426.65374601162
"78",1.82731798595984,91.23657277797,2484.45143284869
"79",1.86765428427415,93.4160504911999,2466.97953218495
"80",1.8763845803684,93.7847149015515,2415.85889028261
"81",1.74287914460464,86.9895974661851,2436.96206065345
"82",1.29602700557533,64.7278654493259,2399.52844257304
"83",1.66895937184522,83.4517472547003,2421.51694350147
"84",1.86195042187964,93.2756492047856,2441.78344560734
"85",1.64983684257361,82.4840106287685,2393.59649829504
"86",1.76239865233729,88.209643619311,2517.81264895508
"87",1.64074742086955,82.0358922216933,2395.05320543968
"88",1.90241975916601,95.2573752374644,2456.33675480214
"89",1.62801529728793,81.3648135034297,2416.57311915695
"90",1.82903577251719,91.2781982332405,2384.62813187011
"91",1.77553230344972,88.7605770799807,2377.21611654078
"92",1.84715314556723,92.1783704588516,2588.04439314421
"93",1.56930338932718,78.6541215921539,2414.16688862712
"94",1.95279181113596,97.7965487221903,2522.34213536223
"95",1.88042855744518,94.0800431878713,2530.38093466784
"96",2.03542473727762,101.766466134656,2489.2404447865
"97",1.69381167626342,84.6085334225364,2397.59870853772
"98",1.72181955410545,86.1395670456835,2363.28676520204
"99",1.82800201358362,91.4352237419668,2440.56858619683
"100",1.91035946871403,95.7169414273775,2523.17938277245
"101",1.49877631326276,74.9320618055177,2336.92960307794
"102",1.9167761481705,95.9243658630309,2558.87950455347
"103",1.64534534105446,82.4213938291054,2361.72720480352
"104",1.6281484780734,81.4740356293207,2344.7488691971
"105",1.73251811597607,86.7746683875653,2393.1225824241
"106",1.73863429264681,87.0174236932551,2410.43954454356
"107",1.91182942608806,95.6807935565089,2451.02472481099
"108",1.74612916711651,87.2142852164471,2423.82383052215
"109",1.6530371854678,82.5789498146633,2414.58118775502
"110",1.69652109004492,84.6347490495676,2445.27694623567
"111",1.76288584542723,88.0476414409849,2516.34388045383
"112",1.71029235049305,85.3848642801705,2389.92083973231
"113",1.52172287097317,76.2254706743754,2282.69714928624
"114",1.81226182973034,90.6921595757001,2416.05419236813
"115",1.65855172036318,82.7820420988417,2310.62357204864
"116",1.5214125666722,76.0168808640505,2396.48630928215
"117",1.73436218565029,86.8912698070873,2497.06187467377
"118",1.51264011939388,75.5251508353076,2434.76715920067
"119",1.82142481208213,91.219062838234,2422.39464277183
"120",1.56780277547365,78.3530636997588,2329.26677582654
"121",1.86595903918483,93.2613776027975,2424.35453680094
"122",2.08457307207228,104.162314623975,2495.60508032201
"123",2.08622054187973,104.364001666298,2609.3664313744
"124",1.5889472552453,79.3722258654834,2378.28285579068
"125",1.763448974082,88.2046881683047,2447.67278600767
"126",1.90237210588035,94.9591814235176,2593.17859396022
"127",1.81591636288765,90.8287273002991,2476.38251357427
"128",1.59685888582319,79.9347829293647,2379.58805341707
"129",1.50254381830199,74.9729537971088,2394.45743095353
"130",1.69410653912271,84.6811028296104,2457.697948443
"131",1.85691329543473,92.7420506251948,2487.70838702386
"132",1.63502130236731,81.7441391740333,2358.14506072991
"133",1.69678159013255,84.9849227944642,2389.98214147176
"134",1.88756499871859,94.5105725978804,2434.74105427604
"135",1.67700470399897,83.6881036928126,2430.26901033479
"136",1.72628444001063,86.3709827449093,2437.34024440366
"137",1.85818044850731,92.7650441316596,2511.60598295844
"138",1.44579045333378,72.301053821128,2437.92292998589
"139",1.742050364279,87.0512093117835,2511.90942030361
"140",1.51207161426651,75.6173855364858,2333.16021401367
"141",1.3332381705682,66.713519233387,2371.24250041488
"142",1.75377366487491,87.5947668088579,2521.27259893277
"143",1.66033852384737,83.2043665004584,2384.66670527043
"144",1.87255035341956,93.5798285885978,2510.56065809587
"145",1.886256649327,94.2656743166269,2466.64987438042
"146",1.72396036368695,86.2305104563444,2419.84055968759
"147",1.59673636286974,79.680321867898,2380.30929371263
"148",1.71652585892687,85.7859776074672,2434.73067318524
"149",1.87965155026971,94.1755846310882,2389.95345436641
"150",1.79162813609062,89.5806002134298,2469.38789177196
"151",1.47658556867258,73.684114079111,2331.47647362934
"152",1.5081617216613,75.5221149094211,2349.2869394848
"153",1.7363878385785,86.8496146832918,2437.9082038898
"154",1.87831102511374,93.7988814874057,2460.29945954042
"155",1.62522780865982,81.1315738847443,2499.38877980831
"156",1.70213767514304,85.0655328440112,2398.14638435777
"157",2.06372909282559,103.340261713155,2540.69002033671
"158",1.74967101148898,87.6607768685605,2469.80219543647
"159",1.81435182717759,90.5450203231259,2323.63068277923
"160",1.54426030615154,77.0288429607616,2310.25598542107
"161",1.71595634579903,85.9435497718222,2517.90523671162
"162",1.70620400050499,85.3813148737104,2429.45252397744
"163",1.75142916876295,87.5244856842018,2382.16799198837
"164",1.58926880579192,79.4216528691967,2377.95501670401
"165",1.72973426948255,86.6136508602416,2387.00974866987
"166",1.60221352531581,80.0043327951839,2388.32324926015
"167",1.93555413564951,96.8264021008764,2457.20008883655
